chr,start,end,bin,V5,V6,V7,V8,V9,gene_id,V11,hgnc_symbol,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,coverage,dataset,condition,target,coverage.fold
chr1,11693710,11723857,34148,+,ensembl_havana,gene,NA,NA,ENSG00000162490,7,DRAXIN,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34148,DRAXIN,0.1188769766,Gene Body,D8L4Y_0h,Total Pol II,0.5255025667122732
chr1,11738084,11752802,18719,+,ensembl_havana,gene,NA,NA,ENSG00000177674,16,AGTRAP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18719,AGTRAP,0.232709986,Gene Body,D8L4Y_0h,Total Pol II,1.028707984003163
chr1,11783723,11808455,20733,-,ensembl_havana,gene,NA,NA,ENSG00000177000,13,MTHFR,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20733,MTHFR,0.4072535945,Gene Body,D8L4Y_0h,Total Pol II,1.8002881241896365
chr1,11808096,11846079,41984,+,ensembl_havana,gene,NA,NA,ENSG00000011021,23,CLCN6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41984,CLCN6,0.2010174437,Gene Body,D8L4Y_0h,Total Pol II,0.8886092634550555
chr1,11917591,11928428,6838,-,ensembl_havana,gene,NA,NA,ENSG00000116685,17,KIAA2013,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6838,KIAA2013,0.3112208457,Gene Body,D8L4Y_0h,Total Pol II,1.375769790815107
chr1,11936205,11973538,41334,+,ensembl_havana,gene,NA,NA,ENSG00000083444,17,PLOD1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41334,PLOD1,0.3134158355,Gene Body,D8L4Y_0h,Total Pol II,1.3854728704760952
chr1,11982181,12013211,35031,+,ensembl_havana,gene,NA,NA,ENSG00000116688,18,MFN2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35031,MFN2,0.2051224466,Gene Body,D8L4Y_0h,Total Pol II,0.9067556667537354
chr1,12021466,12030045,12580,+,ensembl_havana,gene,NA,NA,ENSG00000116691,11,MIIP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12580,MIIP,0.1722006458,Gene Body,D8L4Y_0h,Total Pol II,0.7612229377426061
chr1,12232030,12510047,282018,+,ensembl_havana,gene,NA,NA,ENSG00000048707,15,VPS13D,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282018,VPS13D,0.1666457577,Gene Body,D8L4Y_0h,Total Pol II,0.736667232863168
chr1,12565909,12622133,52225,-,ensembl_havana,gene,NA,NA,ENSG00000162496,10,DHRS3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52225,DHRS3,0.54758679,Gene Body,D8L4Y_0h,Total Pol II,2.420639150430198
chr1,13702188,13823079,124892,+,ensembl_havana,gene,NA,NA,ENSG00000116731,23,PRDM2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124892,PRDM2,0.2082306667,Gene Body,D8L4Y_0h,Total Pol II,0.9204957338985511
chr1,15154532,15218478,67947,+,ensembl_havana,gene,NA,NA,ENSG00000171729,14,TMEM51,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67947,TMEM51,0.1718703017,Gene Body,D8L4Y_0h,Total Pol II,0.7597626324975258
chr1,15238521,15398283,163763,+,ensembl_havana,gene,NA,NA,ENSG00000142621,21,FHAD1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163763,FHAD1,0.1487968944,Gene Body,D8L4Y_0h,Total Pol II,0.657765297893815
chr1,15411888,15428339,20452,+,ensembl_havana,gene,NA,NA,ENSG00000142634,13,EFHD2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20452,EFHD2,0.1939994234,Gene Body,D8L4Y_0h,Total Pol II,0.8575856978633913
chr1,15488832,15528534,35703,-,ensembl_havana,gene,NA,NA,ENSG00000132906,18,CASP9,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35703,CASP9,0.2874749778,Gene Body,D8L4Y_0h,Total Pol II,1.2707998051445544
chr1,15528813,15590379,65567,+,ensembl_havana,gene,NA,NA,ENSG00000116138,13,DNAJC16,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65567,DNAJC16,0.1828673511,Gene Body,D8L4Y_0h,Total Pol II,0.808375726901894
chr1,15686320,15732769,50450,+,ensembl_havana,gene,NA,NA,ENSG00000116786,14,PLEKHM2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50450,PLEKHM2,0.1673405399,Gene Body,D8L4Y_0h,Total Pol II,0.739738557856859
chr1,15738258,15739392,5135,+,ensembl_havana,gene,NA,NA,ENSG00000162461,8,SLC25A34,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5135,SLC25A34,0.1250725122,Gene Body,D8L4Y_0h,Total Pol II,0.5528902910057027
chr1,15758607,15784594,29988,+,ensembl_havana,gene,NA,NA,ENSG00000162458,13,FBLIM1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29988,FBLIM1,0.1309951929,Gene Body,D8L4Y_0h,Total Pol II,0.5790718443954719
chr1,15838095,15938456,104362,+,ensembl_havana,gene,NA,NA,ENSG00000065526,13,SPEN,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104362,SPEN,0.2924342973,Gene Body,D8L4Y_0h,Total Pol II,1.292722764500809
chr1,15939869,15978132,34264,-,ensembl_havana,gene,NA,NA,ENSG00000116809,12,ZBTB17,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34264,ZBTB17,0.3188038268,Gene Body,D8L4Y_0h,Total Pol II,1.4092907983756293
chr1,16055769,16075651,15883,-,ensembl_havana,gene,NA,NA,ENSG00000185519,9,FAM131C,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15883,FAM131C,0.4156933162,Gene Body,D8L4Y_0h,Total Pol II,1.8375964032402603
chr1,16122337,16158069,31733,-,ensembl_havana,gene,NA,NA,ENSG00000142627,13,EPHA2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31733,EPHA2,0.6737247443,Gene Body,D8L4Y_0h,Total Pol II,2.978239290005799
chr1,16195854,16214652,14799,-,ensembl_havana,gene,NA,NA,ENSG00000142632,17,ARHGEF19,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14799,ARHGEF19,0.940977177,Gene Body,D8L4Y_0h,Total Pol II,4.159644162174706
chr1,16229692,16239183,5492,-,ensembl_havana,gene,NA,NA,ENSG00000132881,12,CPLANE2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5492,CPLANE2,0.5008120428,Gene Body,D8L4Y_0h,Total Pol II,2.213868668761356
chr1,16244840,16354480,105641,-,ensembl_havana,gene,NA,NA,ENSG00000037637,11,FBXO42,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105641,FBXO42,0.240219966,Gene Body,D8L4Y_0h,Total Pol II,1.0619062859690445
chr1,16354575,16396145,45571,+,ensembl_havana,gene,NA,NA,ENSG00000055070,17,SZRD1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45571,SZRD1,0.3249001694,Gene Body,D8L4Y_0h,Total Pol II,1.4362400342620454
chr1,16442721,16458078,19358,+,ensembl_havana,gene,NA,NA,ENSG00000157191,20,NECAP2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19358,NECAP2,0.254068648,Gene Body,D8L4Y_0h,Total Pol II,1.1231251875993375
chr1,16560319,16615562,51244,-,ensembl_havana,gene,NA,NA,ENSG00000219481,11,NBPF1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51244,NBPF1,0.6759062602,Gene Body,D8L4Y_0h,Total Pol II,2.9878828075107156
chr1,16742273,16970964,232692,+,ensembl_havana,gene,NA,NA,ENSG00000058453,17,CROCC,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232692,CROCC,1.816538238,Gene Body,D8L4Y_0h,Total Pol II,8.030112591204563
chr1,16972502,16982632,6131,-,ensembl_havana,gene,NA,NA,ENSG00000117122,14,MFAP2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6131,MFAP2,0.4906118656,Gene Body,D8L4Y_0h,Total Pol II,2.1687781941141395
chr1,17016664,17056151,35488,-,ensembl_havana,gene,NA,NA,ENSG00000117118,12,SDHB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35488,SDHB,0.2899107245,Gene Body,D8L4Y_0h,Total Pol II,1.2815671646393867
chr1,17404760,17441677,32918,-,ensembl_havana,gene,NA,NA,ENSG00000179051,14,RCC2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32918,RCC2,0.4489278711,Gene Body,D8L4Y_0h,Total Pol II,1.9845116798817253
chr1,17541698,17695874,158177,+,ensembl_havana,gene,NA,NA,ENSG00000074964,17,ARHGEF10L,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158177,ARHGEF10L,0.1510858161,Gene Body,D8L4Y_0h,Total Pol II,0.6678836089642651
chr1,18482930,18483974,5045,+,ensembl_havana,gene,NA,NA,ENSG00000179023,9,KLHDC7A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5045,KLHDC7A,0.05250185926,Gene Body,D8L4Y_0h,Total Pol II,0.23208751254779583
chr1,18869430,18904724,31295,-,ensembl_havana,gene,NA,NA,ENSG00000159423,17,ALDH4A1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31295,ALDH4A1,0.2180762642,Gene Body,D8L4Y_0h,Total Pol II,0.9640187684258773
chr1,18902280,18958676,52397,-,ensembl_havana,gene,NA,NA,ENSG00000169991,11,IFFO2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52397,IFFO2,0.2568591725,Gene Body,D8L4Y_0h,Total Pol II,1.1354608629265943
chr1,19072510,19212266,135757,-,ensembl_havana,gene,NA,NA,ENSG00000127481,15,UBR4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135757,UBR4,0.2558060562,Gene Body,D8L4Y_0h,Total Pol II,1.1308055012701597
chr1,19213660,19253552,35893,-,ensembl_havana,gene,NA,NA,ENSG00000127463,16,EMC1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35893,EMC1,0.3627531265,Gene Body,D8L4Y_0h,Total Pol II,1.603571225571125
chr1,19253805,19258128,8324,+,ensembl_havana,gene,NA,NA,ENSG00000053372,5,MRTO4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8324,MRTO4,0.2368326515,Gene Body,D8L4Y_0h,Total Pol II,1.0469324658490962
chr1,19299991,19314144,10154,-,ensembl_havana,gene,NA,NA,ENSG00000053371,14,AKR7A2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10154,AKR7A2,0.4237381581,Gene Body,D8L4Y_0h,Total Pol II,1.8731590932426274
chr1,19314326,19327300,16975,+,ensembl_havana,gene,NA,NA,ENSG00000040487,13,SLC66A1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16975,SLC66A1,0.2013953739,Gene Body,D8L4Y_0h,Total Pol II,0.8902799258138936
chr1,19336775,19487539,146765,-,ensembl_havana,gene,NA,NA,ENSG00000077549,19,CAPZB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146765,CAPZB,0.2368260449,Gene Body,D8L4Y_0h,Total Pol II,1.046903260990792
chr1,19666875,19678966,16092,+,ensembl_havana,gene,NA,NA,ENSG00000158748,4,HTR6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16092,HTR6,0.1714454867,Gene Body,D8L4Y_0h,Total Pol II,0.7578847131622366
chr1,19680240,19801945,117706,-,ensembl_havana,gene,NA,NA,ENSG00000162542,14,TMCO4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117706,TMCO4,0.2030529136,Gene Body,D8L4Y_0h,Total Pol II,0.8976071761502509
chr1,19884395,19910945,30551,+,ensembl_havana,gene,NA,NA,ENSG00000169914,6,OTUD3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30551,OTUD3,0.1751347862,Gene Body,D8L4Y_0h,Total Pol II,0.7741934754816536
chr1,20497448,20510151,8704,-,ensembl_havana,gene,NA,NA,ENSG00000090432,7,MUL1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8704,MUL1,0.4828609861,Gene Body,D8L4Y_0h,Total Pol II,2.1345149819428473
chr1,20591086,20616903,29818,+,ensembl_havana,gene,NA,NA,ENSG00000158825,6,CDA,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29818,CDA,0.1800869194,Gene Body,D8L4Y_0h,Total Pol II,0.796084667382147
chr1,20635458,20649511,18054,+,ensembl_havana,gene,NA,NA,ENSG00000158828,8,PINK1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18054,PINK1,0.2595330444,Gene Body,D8L4Y_0h,Total Pol II,1.1472808686728526
chr1,20649767,20663544,9778,-,ensembl_havana,gene,NA,NA,ENSG00000244038,11,DDOST,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9778,DDOST,0.5729173516,Gene Body,D8L4Y_0h,Total Pol II,2.532614366471009
chr1,20717731,20734837,13107,-,ensembl_havana,gene,NA,NA,ENSG00000189410,12,SH2D5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13107,SH2D5,0.283359016,Gene Body,D8L4Y_0h,Total Pol II,1.2526049573931048
chr1,20738266,20789323,47058,-,ensembl_havana,gene,NA,NA,ENSG00000127483,19,HP1BP3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47058,HP1BP3,0.4127208454,Gene Body,D8L4Y_0h,Total Pol II,1.8244564237458853
chr1,20804292,21179285,370994,-,ensembl_havana,gene,NA,NA,ENSG00000075151,24,EIF4G3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370994,EIF4G3,0.1756347944,Gene Body,D8L4Y_0h,Total Pol II,0.7764037907167164
chr1,21215247,21347572,128326,-,ensembl_havana,gene,NA,NA,ENSG00000117298,16,ECE1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128326,ECE1,0.2207642426,Gene Body,D8L4Y_0h,Total Pol II,0.9759011327731814
chr1,21442128,21483005,44878,+,ensembl_havana,gene,NA,NA,ENSG00000142794,19,NBPF3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44878,NBPF3,0.1645671102,Gene Body,D8L4Y_0h,Total Pol II,0.7274784510840389
chr1,21676298,21785606,105309,-,ensembl_havana,gene,NA,NA,ENSG00000090686,16,USP48,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105309,USP48,0.3393949854,Gene Body,D8L4Y_0h,Total Pol II,1.5003152086976488
chr1,21820244,21939310,115067,-,ensembl_havana,gene,NA,NA,ENSG00000142798,20,HSPG2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115067,HSPG2,0.2039655746,Gene Body,D8L4Y_0h,Total Pol II,0.9016416470104242
chr1,22115313,22145969,26657,-,ensembl_havana,gene,NA,NA,ENSG00000162552,15,WNT4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26657,WNT4,0.2771905536,Gene Body,D8L4Y_0h,Total Pol II,1.2253369117497892
chr1,22430838,22529157,102320,+,ensembl_havana,gene,NA,NA,ENSG00000184677,18,ZBTB40,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102320,ZBTB40,0.1922162688,Gene Body,D8L4Y_0h,Total Pol II,0.8497031595793146
chr1,23008834,23021100,8267,-,ensembl_havana,gene,NA,NA,ENSG00000227868,7,TEX46,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8267,TEX46,1.019523717,Gene Body,D8L4Y_0h,Total Pol II,4.506863695821292
chr1,23021443,23081689,64247,+,ensembl_havana,gene,NA,NA,ENSG00000004487,18,KDM1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64247,KDM1A,0.2262653826,Gene Body,D8L4Y_0h,Total Pol II,1.0002192410606323
chr1,23082030,23180152,94123,-,ensembl_havana,gene,NA,NA,ENSG00000169641,16,LUZP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94123,LUZP1,0.296786398,Gene Body,D8L4Y_0h,Total Pol II,1.3119614779493836
chr1,23189895,23219502,25608,-,ensembl_havana,gene,NA,NA,ENSG00000179546,5,HTR1D,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25608,HTR1D,0.277543982,Gene Body,D8L4Y_0h,Total Pol II,1.2268992624812851
chr1,23301771,23346336,40566,-,ensembl_havana,gene,NA,NA,ENSG00000125944,22,HNRNPR,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40566,HNRNPR,0.4781630145,Gene Body,D8L4Y_0h,Total Pol II,2.113747326129658
chr1,23357448,23371836,10389,-,ensembl_havana,gene,NA,NA,ENSG00000125945,16,ZNF436,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10389,ZNF436,0.7818096356,Gene Body,D8L4Y_0h,Total Pol II,3.456034818000133
chr1,23378909,23426748,43840,-,ensembl_havana,gene,NA,NA,ENSG00000204219,11,TCEA3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43840,TCEA3,0.1616820622,Gene Body,D8L4Y_0h,Total Pol II,0.7147249291452237
chr1,23426563,23486637,56075,-,ensembl_havana,gene,NA,NA,ENSG00000088280,21,ASAP3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56075,ASAP3,0.2096689808,Gene Body,D8L4Y_0h,Total Pol II,0.9268538847609482
chr1,23504438,23533233,24796,-,ensembl_havana,gene,NA,NA,ENSG00000007968,7,E2F2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24796,E2F2,0.2952304154,Gene Body,D8L4Y_0h,Total Pol II,1.3050831666611433
chr1,23693742,23694835,5094,+,ensembl_havana,gene,NA,NA,ENSG00000142676,14,RPL11,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5094,RPL11,0.5597814694,Gene Body,D8L4Y_0h,Total Pol II,2.47454643767974
chr1,23745448,23760059,18612,+,ensembl_havana,gene,NA,NA,ENSG00000011007,13,ELOA,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18612,ELOA,0.2935891074,Gene Body,D8L4Y_0h,Total Pol II,1.2978276694956359
chr1,23780418,23786232,9815,+,ensembl_havana,gene,NA,NA,ENSG00000057757,10,PITHD1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9815,PITHD1,0.26205287,Gene Body,D8L4Y_0h,Total Pol II,1.1584199038194387
chr1,23793599,23802781,5183,-,ensembl_havana,gene,NA,NA,ENSG00000117308,15,GALE,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5183,GALE,1.580152142,Gene Body,D8L4Y_0h,Total Pol II,6.985154149831368
chr1,23799885,23840620,36736,-,ensembl_havana,gene,NA,NA,ENSG00000117305,15,HMGCL,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36736,HMGCL,0.9014599499,Gene Body,D8L4Y_0h,Total Pol II,3.984955968847943
chr1,23843077,23870290,23214,-,ensembl_havana,gene,NA,NA,ENSG00000179163,12,FUCA1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23214,FUCA1,0.2751474819,Gene Body,D8L4Y_0h,Total Pol II,1.2163053948569948
chr1,23962347,23982927,16581,-,ensembl_havana,gene,NA,NA,ENSG00000188529,15,SRSF10,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16581,SRSF10,1.186472566,Gene Body,D8L4Y_0h,Total Pol II,5.244870761347214
chr1,24117771,24145140,23370,-,ensembl_havana,gene,NA,NA,ENSG00000142677,4,IL22RA1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23370,IL22RA1,0.2278640703,Gene Body,D8L4Y_0h,Total Pol II,1.007286332719164
chr1,24152168,24189959,33792,-,ensembl_havana,gene,NA,NA,ENSG00000185436,12,IFNLR1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33792,IFNLR1,0.3207823821,Gene Body,D8L4Y_0h,Total Pol II,1.4180371167820158
chr1,24417802,24473252,59451,+,ensembl_havana,gene,NA,NA,ENSG00000001461,18,NIPAL3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59451,NIPAL3,0.1462666676,Gene Body,D8L4Y_0h,Total Pol II,0.6465802836396405
chr1,24504351,24539040,38690,+,ensembl_havana,gene,NA,NA,ENSG00000117602,13,RCAN3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38690,RCAN3,0.1392122675,Gene Body,D8L4Y_0h,Total Pol II,0.6153958990330308
chr1,24558087,24607328,53242,+,ensembl_havana,gene,NA,NA,ENSG00000184454,7,NCMAP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53242,NCMAP,0.1203899352,Gene Body,D8L4Y_0h,Total Pol II,0.5321906879142841
chr1,24747382,24842321,98940,+,ensembl_havana,gene,NA,NA,ENSG00000169504,15,CLIC4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98940,CLIC4,0.1393732366,Gene Body,D8L4Y_0h,Total Pol II,0.6161074722714385
chr1,25220276,25234502,10227,-,ensembl_havana,gene,NA,NA,ENSG00000117614,10,SYF2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10227,SYF2,0.5187137029,Gene Body,D8L4Y_0h,Total Pol II,2.293003995045896
chr1,25240249,25340213,95965,-,ensembl_havana,gene,NA,NA,ENSG00000117616,18,RSRP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95965,RSRP1,0.8030721917,Gene Body,D8L4Y_0h,Total Pol II,3.5500271798938123
chr1,25340317,25360361,24045,+,ensembl_havana,gene,NA,NA,ENSG00000183726,11,TMEM50A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24045,TMEM50A,0.1882890489,Gene Body,D8L4Y_0h,Total Pol II,0.8323426563387442
chr1,25360249,25432192,67944,-,ensembl_havana,gene,NA,NA,ENSG00000188672,19,RHCE,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67944,RHCE,0.2072774821,Gene Body,D8L4Y_0h,Total Pol II,0.9162821261153042
chr1,25432858,25498209,69352,+,ensembl_havana,gene,NA,NA,ENSG00000204178,11,MACO1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69352,MACO1,0.1329201508,Gene Body,D8L4Y_0h,Total Pol II,0.5875812323879578
chr1,25545604,25589200,47597,+,ensembl_havana,gene,NA,NA,ENSG00000157978,13,LDLRAP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47597,LDLRAP1,0.2436579312,Gene Body,D8L4Y_0h,Total Pol II,1.0771040104447145
chr1,25618791,25782450,167660,+,ensembl_havana,gene,NA,NA,ENSG00000117643,16,MAN1C1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167660,MAN1C1,0.1151951814,Gene Body,D8L4Y_0h,Total Pol II,0.5092269775860527
chr1,25829913,25861458,27546,-,ensembl_havana,gene,NA,NA,ENSG00000127423,11,AUNIP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27546,AUNIP,0.4215341262,Gene Body,D8L4Y_0h,Total Pol II,1.8634160424543917
chr1,25859484,25877708,14225,-,ensembl_havana,gene,NA,NA,ENSG00000182749,6,PAQR7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14225,PAQR7,0.6258329652,Gene Body,D8L4Y_0h,Total Pol II,2.7665309040653443
chr1,25882181,25908991,22811,-,ensembl_havana,gene,NA,NA,ENSG00000117632,23,STMN1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22811,STMN1,0.5731193437,Gene Body,D8L4Y_0h,Total Pol II,2.5335072842591413
