,EXPERIMENT,WELL,CELL,EU,DRUG,DRUG TIME MINUTES,PRIMARY,SECONDARY,TIME_IN_AUXIN_HRS,TotalNumberCells,RFP_Intensity,GFP_Intensity,RFP_Intensity_BGS,GFP_Intensity_BGS,RFP_Intensity_FC,GFP_Intensity_FC
198,241111_mACmChPOLR2A_ActivePolII,L21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,60,No primary,No secondary,1.0,819,345.79205510188905,316.9683723067274,128.9227670374723,47.078015732904134,0.6015927280532365,0.08685754344144142
201,241111_mACmChPOLR2A_ActivePolII,M04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1097,325.765842069731,503.2860429168339,108.89655400531424,233.3956863430106,0.5081443449054445,0.43060812249600167
202,241111_mACmChPOLR2A_ActivePolII,M05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,0.5,998,335.4440483012797,368.89008981695406,118.57476023686294,98.99973324313078,0.5533057901900226,0.1826515730748259
203,241111_mACmChPOLR2A_ActivePolII,M06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,Total Pol II F12,Goat anti-mouse Alexa647,0.0,1123,338.2339044990411,526.9589863016595,121.36461643462437,257.0686297278362,0.5663241052592275,0.47428400127772263
204,241111_mACmChPOLR2A_ActivePolII,M07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,Total Pol II F12,Goat anti-mouse Alexa647,0.5,1026,339.449666337988,378.65926242012324,122.58037827357126,108.76890584629996,0.5719972186911049,0.20067540692926866
205,241111_mACmChPOLR2A_ActivePolII,M08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,0.0,1357,325.54987525468295,505.732300687431,108.68058719026621,235.84194411360772,0.5071365782524377,0.4351213955656247
206,241111_mACmChPOLR2A_ActivePolII,M09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,0.5,1170,342.4277822039866,391.2104612946819,125.55849413956989,121.32010472085864,0.5858940104638412,0.22383199678373877
207,241111_mACmChPOLR2A_ActivePolII,M10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,Vehicle,30,pSer2 3E10,Goat anti-rat Alexa647,0.0,934,343.2914905231778,546.9946203550093,126.42220245876106,277.104263781186,0.5899243354089571,0.5112491521676601
208,241111_mACmChPOLR2A_ActivePolII,M11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,No addition,10 µM 5PhIAA,30,pSer2 3E10,Goat anti-rat Alexa647,0.5,1125,343.5147160134,394.1989881854361,126.64542794898327,124.30863161161284,0.5909659732415888,0.22934574030496738
211,241111_mACmChPOLR2A_ActivePolII,M14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,752,343.0959990079753,537.8676987224129,126.22671094355857,267.9773421485896,0.5890121127143593,0.4944102523149673
212,241111_mACmChPOLR2A_ActivePolII,M15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,1218,350.0856918599505,395.659742045195,133.21640379553375,125.76938547137172,0.6216281392525715,0.23204078787347784
213,241111_mACmChPOLR2A_ActivePolII,M16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,984,339.2204245449654,527.7705727448109,122.35113648054866,257.88021617098764,0.5709275069651054,0.47578135420658113
214,241111_mACmChPOLR2A_ActivePolII,M17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,768,351.89896091435304,396.66200709251063,135.0296728499363,126.77165051868735,0.6300894025515161,0.23388993717452222
215,241111_mACmChPOLR2A_ActivePolII,M18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,989,336.92630848940445,524.4944372685596,120.05702042498771,254.60408069473635,0.5602224657373251,0.4697369813710103
216,241111_mACmChPOLR2A_ActivePolII,M19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,645,350.4420645574237,387.27562230390754,133.57277649300696,117.38526573008426,0.6232910823323945,0.2165723354905507
217,241111_mACmChPOLR2A_ActivePolII,M20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",Vehicle,30,No primary,No secondary,0.0,1058,343.9563618189838,537.2154940823866,127.08707375456706,267.32513750856333,0.5930268265037376,0.49320695408814336
218,241111_mACmChPOLR2A_ActivePolII,M21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,"EU 1 mM, 30 mins",10 µM 5PhIAA,30,No primary,No secondary,0.5,780,337.11899943196676,372.9932297403275,120.24971136755002,103.1028731665042,0.5611216201106836,0.19022174459952826
